date,startup,vertical,subvertical,City  Location,investors,round,amount,Remarks
,Flipkart.com,Online Marketplace,,Bangalore,Steadview Capital and existing investors,Private Equity,6061.999999999999,"Late Stage, 10th Round More here"
,Opinio,Hyperlocal food & grocery store,,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,11.258,
,Zoctr,Health-Tech platform,,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,8.66,
,Zimmber,Hyperlocal Handyman Services,,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,17.32,Series A
,trueHb,Medical Tech Instruments,,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,20.784,
,Zovi.com / Little App,Hyperlocal Deals Marketplace,,Bangalore,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,433.0,Series A
,Swajal,Innovative Water Solutions,,Gurgaon,Abhishek Gupta,Private Equity,10.392,Series A
,Pipa Bella,Online Jewelry Store,,Mumbai,LionRock Capital,Private Equity,5.196,Pre-Series A
,Pragmatix,Business intelligence & Analytics,,Mumbai,SIDBI Venture Capital Ltd,Private Equity,20.784,Series A
,Droom.in,Used Vehicle Marketplace,,New Delhi,"Lightbox Ventures, Beenos",Private Equity,138.56,Series A
,MadRat Games,Educational Board Games,,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,1.4548799999999997,
,Noodle Play,Chinese food delivery,,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,1.4548799999999997,
,LazyLad,Hyperlocal Grocery App,,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,4.33,pre-Series A
,Prothom,Hasbro Toy Manufacturer,,Pune,Oliphabs Capital,Private Equity,17.32,Series A
,Bona Vita,Travel Tech,,Gurgaon,MakeMyTrip,Private Equity,43.3,Strategic Investment
2015-01-06,Veeba Foods,Healthy Food Manufacturer,,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,51.959999999999994,Series B
2015-01-06,Truebil,Used Car Marketplace,,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,4.33,
2015-01-06,Meritnation,Online Learning Platform,,New Delhi,InfoEdge,Private Equity,34.64,Series C
2015-01-06,Eattreatonline,Healthy Food Online Community,,New Delhi,Group of 15 Angel Investors,Seed Funding,3.0309999999999997,
2015-01-06,Glamrs,Online Fashion Video Portal,,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,8.66,Pre-Series A
2015-01-06,Proviera,Probiotic Technology Products Manufacturer,,Chennai,Infuse Ventures,Private Equity,4.763,
2015-01-06,Arth DesignBuild,Architectural Design & Consulting,,Hyderabad,Srinivas Tirupati,Seed Funding,4.33,
2015-02-06,Saama,Big Data & Analytics Services,,Pune / US,Carrick Capital Partners,Private Equity,303.1,Series A
2015-02-06,AllIzHealth,Preventive Healthcare Services,,Pune,Mumbai Angels & Other angel investors,Seed Funding,3.0309999999999997,
2015-03-06,Propstack,Real Estate Intelligence Platform,,Mumbai,DMG Information,Private Equity,25.979999999999997,Series A
2015-03-06,MyTaxiIndia,Online Car Rental Affiliates,,New Delhi,Green House Ventures,Seed Funding,0.866,
2015-03-06,Arkin Net,Data Center Software platform,,Pune / US,Nexus Venture Partners,Private Equity,129.9,Series B
2015-03-06,Little Black Book Delhi,Online City & Lifestyle Guide,,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,1.299,
2015-03-06,iCustomadeit,Bespoke Merchandize Marketplace,,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,2.165,
2015-04-06,Ecom Express,Logistics Solution Provider,,New Delhi,Warburg Pincus,Private Equity,1186.42,Series C
2015-04-06,Vidooly,Video Intelligence Platform,,Noida,Bessemer Venture Partners,Private Equity,8.66,Pre-Series A
2015-04-06,Zopper,Hyperlocal Shopping App,,Mumbai,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,173.2,Series C
2015-04-06,Flipkart,eCommerce platform,,Bangalore,Morgan Stanley,Private Equity,433.0,Late Stage
2015-05-06,kWatt Solutions,Renewable energy solutions,,Mumbai,,Seed Funding,4.33,
2015-05-06,Medwell Ventures,Healthcare\\nService provider,,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,86.6,Series A
2015-05-06,Jugnoo,Auto Rickshaw Based Services,,Chandigarh,"Snow Leopard, Paytm",Private Equity,43.3,Series A
2015-08-06,Applied Solar Technologies,Off-grid Solar Power,,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,346.4,Series B
2015-09-06,Clovia,Private Label lingerie Ecommerce,,New Delhi,IvyCap Ventures,Private Equity,43.3,Series A
2015-09-06,Swiggy,Online Food Ordering,,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,142.89,Series B
2015-09-06,PayMango,Mobile Commerce Platform,,Gurgaon,Group of Angel Investors,Seed Funding,2.02644,
2015-09-06,Teritree,Digital Marketing Services,,Bangalore,KCL,Seed Funding,1.2124,
2015-10-06,Voonik,Fashion Ecommerce store,,Bangalore,"Sequoia Capital, Seedfund",Private Equity,43.3,Series A
2015-11-06,AdStringO,Mobile Compression Software,,Mumbai,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Seed Funding,3.0309999999999997,
2015-11-06,Faircent.com,Peer to Peer Lending platform,,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,2.165,Pre-Series A
2015-12-06,La Renon,Global Healthcare products,,Ahmedabad,Sequoia Capital,Private Equity,138.56,Series A
,Homelane,Home Furnishing Solutions,,Bangalore,Sequoia Capital,Private Equity,433.0,Series B
,Shippr,Intra-City Logistics service,,Bangalore,i2india Pvt Ltd,Seed Funding,4.33,
,CouponRaja,Online Coupon & comparison platform,,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,4.33,
,MyDentist,Dental Clinic chain,,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,71.012,Series C
,Fracktal Works,3D Printer Manufacturer,,Bangalore,Neoteric Infomatique Limited,Private Equity,25.979999999999997,Series A
,Hansa Customer Equity,IT / Customer Engagement Consulting,,Mumbai,ASK Pravi,Private Equity,43.3,Series A
,Housejoy,Home services marketplace,,Bangalore,Matrix Partners,Private Equity,34.64,Series A
,FundsIndia.com,Financial Services Platform,,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,95.25999999999999,Series C
,Cupick,Social Network for Artists,,Bangalore,Group of Angel Investors from US/India,Seed Funding,1.0392,
,Tracxn,Startup funding platform,,Bangalore,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,86.6,Series A
,Holachef,Food Delivery Platform,,Mumbai,"Kalaari Capital, India Quotient",Private Equity,26.846,Series A
,elong,Data Driven recruitment recommendation,,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,43.3,Series A
,Vidgyor,Video Advertisement Platform,,Bangalore,AngelPrime,Seed Funding,4.33,
,Goodservice,Mobile Chat based concierge service,,New Delhi,Sequoia Capital,Private Equity,13.856,Series A
,Treebo,Online Budget Hotel Booking Service,,Bangalore,"Matrix Partners India, SAIF Partners",Private Equity,51.959999999999994,Series A
,EduKart,Online education marketplace,,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,8.66,Series A
,Indix,SaaS product intelligence platform,,,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,129.9,Series C
,The Porter,Logistics Tech,,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,47.629999999999995,Series A
,Retention.ai,App Analytics platform,,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,4.33,
,Fusion Microfinance,Micro Finance Platform,,New Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,74.476,Series C
,Zinka,Freight logistics platform,,Bangalore,"Accel Partners, Flipkart",Private Equity,51.959999999999994,Series A
,CreditMantri,Credit Management Services,,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,21.65,Series A
,GetMyPeon,Hyperlocal Handyman Services,,Mumbai,Undisclosed investors,Seed Funding,2.165,
,UrbanClap,Hyperlocal services marketplace,,New Delhi,"SAIF Partners,\\xc2\\xa0 Accel Partners",Private Equity,86.6,Series A
,AdWyze,Marketing / Advertising Automation platform,,Bangalore,Mape Advisory,Seed Funding,8.66,
,Zimmber,Hyperlocal Handyman Services,,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,3.464,
,Flatchat,Flat rental Mobile App,,Bangalore,Commonfloor,Private Equity,21.65,Strategic Funding
,MyCFO,Wealth Management Platform,,Mumbai,Sameer Koticha,Private Equity,12.989999999999998,Series A
2015-01-05,Foodpanda,Online Food Delivery,,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,866.0,Series D
2015-01-05,Termsheet,Fund Raising Platform,,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,0.866,
2015-04-05,Applicate,Workforce Management Software,,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,4.763,
2015-04-05,World Art Community,Online Art Marketplace,,Gurgaon,Viraj Tyagi & others,Seed Funding,1.732,
2015-04-05,SpoonJoy,Online Food Delivery,,Bangalore,SAIF Partners,Seed Funding,8.66,
2015-05-05,Seed Schools,Affordable Education,,Hyderabad,Acumen Fund,Seed Funding,5.629,
2015-05-05,Ignis Careers,Career Development,,Hyderabad,Acumen Fund,Seed Funding,2.165,
2015-05-05,Square Yards,Real Estate Advisory,,Gurgaon,Undisclosed Investors,Private Equity,51.959999999999994,pre-Series A
2015-05-05,Fintellix,Banking Analytics Platform,,Bangalore,"IDG Ventures, Sequoia Capital",Private Equity,129.9,Series C
2015-06-05,Delhivery,Ecommerce Logistics,,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,736.0999999999999,Series D
2015-06-05,Swiggy,Online Food Delivery,,Bangalore,Norwest Venture Partners,Private Equity,129.9,Series B
2015-07-05,Box8,Online Food Delivery,,Mumbai,Mayfield Ventures,Private Equity,30.31,Series A
2015-07-05,Toppr,Online Education Platform,,Mumbai,"Fidelity Growth Partners India, SAIF Partners,\\xc2\\xa0 Helion Ventures",Private Equity,86.6,Series B
2015-07-05,Vedantu,Online Education Platform,,Bangalore,"Accel Partners, Tiger Global Management",Private Equity,43.3,Series A
2015-08-05,BuyHatke,Online Product Comparison,,Bangalore,"S.Gopalakrishnan, Beenos",Seed Funding,8.66,
2015-08-05,Uniken,Online Security Platform,,Pune,Exfinity Ventures,Private Equity,17.32,Bridge Round Pre-Series B
2015-08-05,GrandOpinion,Online Medical Diagnostic,,New Delhi,Florida based Angel investor,Seed Funding,1.299,
2015-12-05,ZapStitch,Cloud Data Integration Platform,,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,17.32,Pre-Series A
2015-12-05,Wassup,Mobile Laundry Cleaning Service,,Chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,17.32,Pre-Series A
,Plancess,Online Education Platform,,Mumbai,"Rajendra Gogri,\\xc2\\xa0 Chandrakant Gogri",Seed Funding,17.32,
,IndianRoots.com,Lifestyle Ecommerce Portal,,Gurgaon,KJS Group,Private Equity,43.3,Series B
,RedPolka,Online Fashion Aggregator,,Mumbai,Undisclosed Investors,Seed Funding,2.165,
,Venturesity,Online Job skills Showcase,,Bangalore,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding,2.3382,
,Chaayos,Offline Tea Chain,,New Delhi,Tiger Global Management,Private Equity,8.66,Series A
,Akosha,Business Messaging App,,New Delhi,Sequoia Capital,Private Equity,138.56,Series B
,Cooey,Health Mobile App,,Bangalore,Subhash Goyal,Seed Funding,4.0702,
,MeetUniv,Online Ed-Tech Platform,,Noida,Peesh Venture Capital,Seed Funding,8.66,
,Crown-it,Hyperlocal Mobile Marketplace,,Gurgaon,"Accel Partners, Helion Venture Partners",Private Equity,47.629999999999995,Series A
,Trucksfirst,Trucking Logistic Operations,,Gurgaon,SAIF partners,Private Equity,86.6,Series A
,Lookup,B2C Messaging App,,Bangalore,Biz Stone,Private Equity,25.979999999999997,Series A
,\\xc2\\xa0Nudgespot,Customer Engagement Platform,,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding,5.4125,
,EveningFlavors,Online Table Reservation,,Bangalore,Sandiep Shrivatsava,Seed Funding,4.33,
,ZenParent,Parents focused Web Content,,Bangalore,i2india Ventures,Seed Funding,4.33,
,UrbanPro,On-demand Service marketplace,,Bangalore,Nirvana Venture Advisors,Private Equity,17.32,Series A
,Goodbox,On-Demand Business messaging,,Bangalore,Manipal Group,Seed Funding,1.732,
,Renderlogy,Online Home D\\xc3\\xa9cor,,Hyderabad,Astarc Ventures,Private Equity,8.66,Series A
,Postman,API Workflow platform,,Bangalore,Nexus Venture Partners,Seed Funding,8.66,Series A
,Casa2inns,Affordable Hotel Booking Online,,New Delhi,"Accel Partners, Kalaari Capital",Private Equity,43.3,Series A
,FleetRover,Logistics Intelligence,,Goa,"Tim Chen, Sanjay Venkat",Seed Funding,1.5587999999999997,
,TheKarrier,Last Mile Logistics,,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,2.0784,
,Zoomcar,Self-driven Car rental,,Bangalore,Sequoia Capital,Private Equity,43.3,Series B Interim Funding
,Ather Energy,Electric Scooter Manufacturer,,Bangalore,Tiger Global,Private Equity,103.91999999999999,Series A
2015-03-04,Swiggy,Online Food Delivery,,Bangalore,"Accel Partners, SAIF Partners",Private Equity,17.32,Series A
2015-04-04,Bluegape,Web Content Publishing,,Gurgaon,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,1.732,
2015-04-04,KeepTrax,Location Based App,,Dallas / Hyderabad,,Seed Funding,8.66,
2015-06-04,InstaLively,Video Streaming,,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,1.0392,
2015-07-04,Pricejugaad,Price Comparison,,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,1.4288999999999998,
2015-07-04,Quikr,Online Classifieds,,Mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,1299.0,Series G (Check prev funding details here)
2015-07-04,PressPlay,Travel Entertainment,,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,19.052,
2015-08-04,FirstCry.com,eCommerce,,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,\\xc2\\xa0 SAIF Partners, Vertex Ventures",Private Equity,86.6,"Series D ( In Feb it was announced they raised 26M, but it is 36M, so added here)"
2015-08-04,MobiKwik,Digital / Mobile Wallet,,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,216.5,Series B
2015-08-04,Olacabs,Cab Aggregator,,Bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,3464.0,Series E (Updated from 315M to 400M after Press Release)
2015-09-04,Gadgetwood,Device Repair Svcs,,New Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\\nNitin Singhal & Others",Seed Funding,1.732,
2015-09-04,Bonhomia,Premium Beverages,,New Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,17.32,
2015-09-04,Changer Mints,Digital / Mobile Wallet,,Kolkata,Hyderabad based investor,Seed Funding,1.4288999999999998,
2015-09-04,Urban Ladder,Online Furnishing\\neCommerce,,Bangalore,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,433.0,Series C
2015-10-04,Whatfix,Interactive\\xc2\\xa0 How-To Guides,,Bangalore,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,7.794,
2015-11-04,Zomato,Restaurant Reviews,,Gurgaon,Info Edge (India),Private Equity,216.5,Late Stage
,ZopNow,Online Grocer,,Bangalore,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,86.6,Series B
,Nayi Disha,Ed-Tech,,New Delhi,"Ajay Relan,",Seed Funding,2.598,
,The Porter,Logistics Tech,,Mumbai,Kae Capital,Seed Funding,4.33,
,Commeasure,Online Hotel Booking,,Noida,Jungle Ventures,Seed Funding,8.66,
,Capricoast,Online Kitchen Furniture,,Bangalore,Accel Partners India,Seed Funding,10.825,
,LocalOye,Hyper-local Online Services,,Mumbai,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,43.3,Series A
,Grofers,Hyper-Local Online/Mobile Grocery,,Gurgaon,"Tiger Global, Sequoia Capital",Private Equity,303.1,Series B
,PepperTap,Hyper-Local Online/Mobile Grocery,,Gurgaon,"SAIF Partners, Sequoia Capital",Private Equity,86.6,Series A
,PolicyBazaar,Online Policy Aggregator,,Gurgaon,"PremjiInvest, Tiger Global, Ribbit Capital",Private Equity,346.4,Series D
,UrbanClap,Hyperlocal Mobile Services Marketplace,,New Delhi,"SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal",Seed Funding,13.856,
,Taskbob,OnDemand\\nMobile Handyman Services,,Mumbai,"Orios Venture Partners, Mayfield India",Seed Funding,10.392,
,Robosoft,Mobile App Development,,Udupi,"Ascent Capital, Kalaari Capital",Private Equity,103.91999999999999,Series B
,Pastiwala,Material Collection & Recycling,,Vadodara,Agnus Capital,Private Equity,34.64,Series A
,1mg (Healthkartplus),Online Pharmacy & Drug DB,,Gurgaon,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",Private Equity,51.959999999999994,Series A
,Freshdesk,Online / Mobile Customer Support,,Chennai,"Tiger Global, Google Capital & Accel Partners",Private Equity,433.0,Series E
,Sulekha.com,Online Classifieds & Listings,,Chennai,GIC ventures,Private Equity,242.48,Series C
,Eat.Shop.Love,Fashion ECommerce,,Bangalore,Undisclosed Investor,Private Equity,30.31,Series A
,Avanti Learning,Private Coaching Centers,,New Delhi,"Michael & Susan Dell Foundation, Pearson Learning Fund",Private Equity,12.989999999999998,Series A
,Simplilearn,Online Certification Courses,,Bangalore,"Mayfield Ventures, Kalaari Capital, Helion Ventures",Private Equity,129.9,Series C
,Craftstvilla,Ethnic Product eCommerce,,Mumbai,"Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC",Private Equity,155.88,Series B
,HeadOut,Last Minute Travel Deals mobile marketplace,,Bangalore / SFO,"Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures",Seed Funding,15.588,
,happay,usiness expense management,,Bangalore,AngelPrime,Seed Funding,4.33,
,Jugnoo,Auto Rickshaw based Logistics,,Chandigarh,"Rakesh Mathur, Vikas Taneja & others",Seed Funding,8.66,
,Coverfox,Online Insurance Aggregator,,Mumbai,"Accel US, Accel India, SAIF Partners.",Private Equity,103.91999999999999,Series B
,Torqus,Restaurant Management Platform,,Pune,S S Mukherji & Others,Seed Funding,3.0309999999999997,
,Grab,Food Logistics & Delivery,,Mumbai,"Oliphans Capital, Haresh Chawla",Seed Funding,8.66,
